"","X","LAT","LON","ZIPCODE"
"8414",8414,42.359,-83.141,"48204"
"8415",8415,42.363,-83.098,"48206"
"8416",8416,42.437,-83.073,"48234"
"8417",8417,42.444,-82.988,"48205"
"8418",8418,42.424,-83.11,"48203"
"8419",8419,42.349,-83.109,"48210"
"8420",8420,42.342,-83.045,"48226"
"8421",8421,42.385,-83.227,"48223"
"8422",8422,42.344,-83.239,"48228"
"8423",8423,42.431,-82.959,"48205"
"8424",8424,42.424,-83.23,"48219"
"8425",8425,42.449,-82.981,"48205"
"8426",8426,42.383,-83.104,"48206"
"8427",8427,42.417,-83.156,"48221:48235"
"8428",8428,42.343,-83.198,"48228"
"8429",8429,42.435,-82.996,"48205"
"8430",8430,42.371,-83.038,"48207"
"8431",8431,42.341,-83.068,"48201"
"8432",8432,42.425,-82.94,"48224"
"8433",8433,42.303,-83.135,"48209"
"8434",8434,42.338,-83.223,"48228"
"8435",8435,42.359,-83.154,"48204"
"8436",8436,42.427,-83.278,"48219"
"8437",8437,42.395,-82.93,"48224"
"8438",8438,42.287,-83.151,"48217"
"8439",8439,42.414,-82.961,"48224"
"8440",8440,42.37,-83.106,"48206"
"8441",8441,42.442,-82.999,"48205"
"8442",8442,42.362,-83.11,"48204"
"8443",8443,42.35,-83.057,"48203"
"8444",8444,42.348,-83.237,"48228"
"8445",8445,42.398,-83.026,"48213"
"8446",8446,42.416,-82.963,"48224"
"8447",8447,42.413,-83.255,"48219"
"8448",8448,42.35,-83.117,"48210"
"8449",8449,42.434,-82.972,"48205"
"8450",8450,42.431,-83.285,"48219"
"8451",8451,42.432,-83.142,"48235"
"8452",8452,42.359,-83.171,"48228"
"8453",8453,42.411,-83.043,"48212"
"8454",8454,42.436,-83.065,"48234"
"8455",8455,42.438,-83.227,"48219"
"8456",8456,42.311,-83.107,"48209"
"8457",8457,42.419,-83.286,"48219"
"8458",8458,42.419,-83.285,"48219"
"8459",8459,42.355,-83.05,"48201"
"8460",8460,42.385,-83.138,"48238"
"8461",8461,42.362,-83.169,"48227"
"8462",8462,42.372,-83.233,"48228"
"8463",8463,42.389,-83.187,"48235"
"8464",8464,42.365,-83.239,"48228"
"8465",8465,42.359,-83.063,"48202"
"8466",8466,42.36,-83.031,"48207"
"8467",8467,42.424,-82.985,"48205"
"8468",8468,42.428,-83.157,"48221"
"8469",8469,42.393,-82.948,"48224"
"8470",8470,42.428,-82.962,"48205"
"8471",8471,42.334,-83.233,"48228"
"8472",8472,42.446,-82.97,"48205"
"8473",8473,42.291,-83.156,"48217"
"8474",8474,42.387,-83.029,"48211"
"8475",8475,42.373,-83.225,"48228"
"8476",8476,42.356,-83.03,"48205"
"8477",8477,42.417,-82.983,"48205"
"8478",8478,42.45,-82.944,"48021"
"8479",8479,42.352,-83.062,"48201"
"8480",8480,42.329,-83.062,"48226"
"8481",8481,42.39,-83.236,"48223"
"8482",8482,42.428,-83.239,"48219"
"8483",8483,42.405,-82.948,"48224"
"8484",8484,42.403,-82.985,"48213"
"8485",8485,42.446,-83.14,"48221"
"8486",8486,42.351,-83.178,"48228"
"8487",8487,42.403,-82.962,"48224"
"8488",8488,42.394,-83.134,"48238"
"8489",8489,42.312,-83.108,"48209"
"8490",8490,42.392,-83.192,"48227"
"8491",8491,42.438,-83.284,"48219"
"8492",8492,42.414,-83.16,"48221"
"8493",8493,42.399,-83.224,"48223"
"8494",8494,42.438,-83.279,"48034"
"8495",8495,42.42,-83.232,"48219"
"8496",8496,42.392,-82.951,"48215"
"8497",8497,42.44,-83.254,"48219"
"8498",8498,42.404,-83.174,"48227"
"8499",8499,42.42,-83.225,"48219"
"8500",8500,42.367,-83.07,"48202"
"8501",8501,42.361,-83.06,"48202"
"8502",8502,42.387,-83.111,"48206"
"8503",8503,42.401,-83.002,"48213"
"8504",8504,42.409,-83.166,"48238"
"8505",8505,42.411,-83.204,"48235"
"8506",8506,42.426,-83.233,"48219"
"8507",8507,42.432,-83.088,"48203"
"8508",8508,42.436,-82.968,"48205"
"8509",8509,42.406,-83.186,"48235"
"8510",8510,42.366,-83.179,"48227"
"8511",8511,42.365,-83.179,"48227"
"8512",8512,42.439,-83.154,"48221"
"8513",8513,42.363,-83.022,"48207"
"8514",8514,42.361,-83.212,"48227"
"8515",8515,42.448,-82.991,"48205"
"8516",8516,42.38,-83.014,"48205"
"8517",8517,42.369,-82.974,"48214"
"8518",8518,42.405,-82.924,"48224"
"8519",8519,42.348,-83.087,"48208"
"8520",8520,42.406,-83.265,"48223"
"8521",8521,42.392,-83.083,"48202"
"8522",8522,42.366,-82.972,"48214"
"8523",8523,42.411,-83.131,"48221"
"8524",8524,42.392,-82.983,"48215"
"8525",8525,42.347,-83.074,"48208"
"8526",8526,42.344,-83.225,"48228"
"8527",8527,42.387,-82.953,"48205"
"8528",8528,42.428,-83.078,"48234"
"8529",8529,42.352,-83.054,"48202"
"8530",8530,42.42,-83.041,"48212"
"8531",8531,42.378,-83.015,"48205"
"8532",8532,42.392,-83.184,"48235"
"8533",8533,42.405,-82.96,"48225"
"8534",8534,42.426,-83.077,"48234"
"8535",8535,42.381,-83.155,"48227"
"8536",8536,42.423,-82.965,"48205"
"8537",8537,42.404,-83.194,"48235"
"8538",8538,42.357,-83.116,"48204"
"8539",8539,42.438,-83.057,"48234"
"8540",8540,42.436,-83.286,"48219"
"8541",8541,42.405,-83.072,"48212"
"8542",8542,42.428,-83.161,"48221"
"8543",8543,42.398,-82.923,"48224"
"8544",8544,42.429,-83.244,"48219"
"8545",8545,42.373,-83.161,"48204"
"8546",8546,42.43,-83.051,"48234"
"8547",8547,42.428,-82.992,"48205"
"8548",8548,42.35,-83.063,"48202"
"8549",8549,42.433,-83.186,"48235"
"8550",8550,42.424,-82.963,"48205"
"8551",8551,42.415,-82.971,"48213"
"8552",8552,42.395,-83.205,"48240"
"8553",8553,42.421,-83.277,"48240"
"8554",8554,42.389,-83.042,"48211"
"8555",8555,42.376,-82.942,"48215"
"8556",8556,42.429,-83.009,"48234"
"8557",8557,42.367,-83.006,"48214"
"8558",8558,42.403,-83.275,"48223"
"8559",8559,42.431,-83.249,"48219"
"8560",8560,42.388,-83.129,"48238"
"8561",8561,42.319,-83.109,"48209"
"8562",8562,42.413,-83.172,"48235"
"8563",8563,42.39,-83.201,"48227"
"8564",8564,42.381,-83.001,"48236"
"8565",8565,42.405,-82.992,"48213"
"8566",8566,42.349,-83.063,"48201"
"8567",8567,42.421,-83.118,"48203"
"8568",8568,42.446,-83.044,"48234"
"8569",8569,42.407,-83.181,"48235"
"8570",8570,42.344,-83.241,"48228"
"8571",8571,42.429,-83.209,"48235"
"8572",8572,42.293,-83.124,"48209"
"8573",8573,42.436,-83.066,"48234"
"8574",8574,42.44,-83.073,"48234"
"8575",8575,42.402,-83.163,"48238"
"8576",8576,42.402,-83.2,"48235"
"8577",8577,42.387,-83.125,"48238"
"8578",8578,42.414,-82.932,"48224"
"8579",8579,42.365,-83.111,"48204"
"8580",8580,42.384,-82.949,"48215"
"8581",8581,42.372,-83.078,"48203"
"8582",8582,42.394,-83.217,"48223"
"8583",8583,42.417,-83.075,"48212"
"8584",8584,42.405,-83.052,"48212"
"8585",8585,42.43,-83.21,"48235;48219:48235"
"8586",8586,42.427,-83.279,"48219"
"8587",8587,42.337,-83.124,"48238"
"8588",8588,42.357,-83.007,"48214"
"8589",8589,42.421,-83.256,"48219"
"8590",8590,42.441,-83.17,"48221"
"8591",8591,42.418,-83.197,"48235"
"8592",8592,42.367,-83.166,"48204"
"8593",8593,42.422,-83.077,"48212"
"8594",8594,42.371,-83.107,"48206"
"8595",8595,42.417,-83.175,"48235"
"8596",8596,42.376,-83.137,"48204"
"8597",8597,42.421,-83.174,"48235"
"8598",8598,42.439,-83.007,"48234"
"8599",8599,42.366,-83.166,"48204"
"8600",8600,42.409,-83.193,"48235"
"8601",8601,42.341,-83.212,"48228"
"8602",8602,42.289,-83.148,"48217"
"8603",8603,42.355,-83.051,"48211"
"8604",8604,42.415,-83.166,"48221"
"8605",8605,42.419,-83.282,"48219"
"8606",8606,42.351,-83.229,"48228"
"8607",8607,42.3,-83.123,"48209"
"8608",8608,42.344,-83.201,"48228"
"8609",8609,42.43,-83.224,"48219;48152"
"8610",8610,42.341,-83.205,"48228"
"8611",8611,42.424,-83.085,"48203"
"8612",8612,42.419,-83.156,"48221"
"8613",8613,42.437,-83.099,"48203"
"8614",8614,42.354,-83.189,"48228"
"8615",8615,42.346,-83.054,"48201"
"8616",8616,42.437,-83.145,"48221"
"8617",8617,42.399,-83.221,"48223"
"8618",8618,42.365,-83.012,"48214"
"8619",8619,42.377,-83.031,"48211"
"8620",8620,42.417,-83.206,"48235"
"8621",8621,42.396,-83.121,"48238"
"8622",8622,42.429,-83.262,"48219"
"8623",8623,42.395,-83.201,"48235"
"8624",8624,42.426,-83.133,"48221"
"8625",8625,42.4,-83.204,"48227"
"8626",8626,42.432,-83.16,"48221"
"8627",8627,42.442,-83.076,"48234"
"8628",8628,42.375,-83.019,"48213"
"8629",8629,42.307,-83.108,"48209"
"8630",8630,42.415,-82.931,"48224"
"8631",8631,42.413,-83.223,"48219"
"8632",8632,42.436,-83.041,"48234"
"8633",8633,42.381,-82.953,"48215"
"8634",8634,42.429,-83.229,"48219"
"8635",8635,42.435,-82.987,"48205"
"8636",8636,42.369,-83.221,"48228"
"8637",8637,42.425,-83.247,"48219"
"8638",8638,42.362,-83.219,"48228"
"8639",8639,42.406,-83.124,"48238"
"8640",8640,42.443,-83.1,"48203"
"8641",8641,42.407,-83.26,"48223"
"8642",8642,42.401,-83.24,"48223"
"8643",8643,42.391,-83.163,"48238"
"8644",8644,42.357,-83.033,"48207"
"8645",8645,42.447,-82.996,"48205"
"8646",8646,42.387,-83.213,"48223:48227"
"8647",8647,42.411,-82.95,"48224"
"8648",8648,42.274,-83.153,"48217"
"8649",8649,42.348,-83.047,"48201"
"8650",8650,42.348,-83.239,"48228"
"8651",8651,42.414,-83.204,"48235"
"8652",8652,42.432,-83.1,"48203"
"8653",8653,42.412,-83.012,"48234"
"8654",8654,42.434,-83.052,"48234"
"8655",8655,42.424,-82.946,"48205"
"8656",8656,42.446,-83.144,"48221"
"8657",8657,42.424,-82.94,"48224"
"8658",8658,42.424,-83.247,"48219"
"8659",8659,42.387,-83.24,"48219"
"8660",8660,42.422,-82.921,"48225"
"8661",8661,42.346,-83.061,"48202"
"8662",8662,42.437,-83.281,"48219"
"8663",8663,42.374,-83.134,"48204"
"8664",8664,42.354,-83.03,"48207"
"8665",8665,42.355,-83.247,"48228"
"8666",8666,42.358,-82.988,"48214"
"8667",8667,42.337,-83.058,"48201"
"8668",8668,42.374,-83.066,"48202"
"8669",8669,42.31,-83.115,"48209"
"8670",8670,42.344,-83.071,"48201"
"8671",8671,42.37,-83.008,"48214"
"8672",8672,42.391,-83.091,"48203"
"8673",8673,42.39,-83.107,"48206"
"8674",8674,42.366,-83.176,"48228"
"8675",8675,42.407,-83.154,"48238"
"8676",8676,42.385,-82.968,"48215"
"8677",8677,42.432,-82.958,"48205"
"8678",8678,42.42,-82.985,"48205"
"8679",8679,42.404,-83.175,"48227"
"8680",8680,42.385,-82.996,"48213"
"8681",8681,42.388,-82.98,"48236"
"8682",8682,42.421,-82.976,"48205"
"8683",8683,42.358,-83.162,"48204"
"8684",8684,42.441,-82.969,"48205"
"8685",8685,42.407,-83.234,"48240"
"8686",8686,42.4,-83,"48213"
"8687",8687,42.421,-82.928,"48236"
"8688",8688,42.392,-82.963,"48213"
"8689",8689,42.408,-83.2,"48235"
"8690",8690,42.361,-83,"48214"
"8691",8691,42.371,-83.109,"48206"
"8692",8692,42.364,-83.087,"48206"
"8693",8693,42.34,-83.051,"48201"
"8694",8694,42.418,-83.013,"48205"
"8695",8695,42.381,-83.015,"48213"
"8696",8696,42.367,-83.218,"48228"
"8697",8697,42.357,-83.149,"48204"
"8698",8698,42.369,-83.025,"48207"
"8699",8699,42.405,-83.129,"48238"
"8700",8700,42.435,-82.964,"48205"
"8701",8701,42.42,-83.042,"48212"
"8702",8702,42.383,-83.238,"48223"
"8703",8703,42.388,-83.13,"48238"
"8704",8704,42.39,-83.115,"48238"
"8705",8705,42.416,-83.057,"48212"
"8706",8706,42.446,-83.092,"48203"
"8707",8707,42.333,-83.217,"48228"
"8708",8708,42.425,-83.235,"48219"
"8709",8709,42.388,-83.139,"48238"
"8710",8710,42.348,-83.218,"48228"
"8711",8711,42.426,-83.082,"48234"
"8712",8712,42.403,-83.139,"48238"
"8713",8713,42.376,-83.1,"48206"
"8714",8714,42.447,-83.073,"48234"
"8715",8715,42.401,-82.931,"48224"
"8716",8716,42.353,-83.121,"48204"
"8717",8717,42.421,-83.145,"48221"
"8718",8718,42.402,-83.205,"48235"
"8719",8719,42.331,-83.222,"48228"
"8720",8720,42.378,-82.95,"48230"
"8721",8721,42.409,-83.238,"48240"
"8722",8722,42.396,-82.981,"48213"
"8723",8723,42.381,-83.16,"48238"
"8724",8724,42.324,-83.063,"48209"
"8725",8725,42.419,-82.974,"48205"
"8726",8726,42.419,-83.094,"48203"
"8727",8727,42.419,-83.195,"48235"
"8728",8728,42.373,-83.001,"48213"
"8729",8729,42.418,-83.277,"48240"
"8730",8730,42.425,-83.076,"48212"
"8731",8731,42.425,-83.14,"48221"
"8732",8732,42.343,-83.057,"48201"
"8733",8733,42.415,-82.996,"48205"
"8734",8734,42.419,-82.996,"48205"
"8735",8735,42.355,-82.99,"48214"
"8736",8736,42.354,-83.131,"48204"
"8737",8737,42.384,-83.106,"48206"
"8738",8738,42.334,-83.065,"48201"
"8739",8739,42.378,-83.161,"48238"
"8740",8740,42.401,-83.144,"48238"
"8741",8741,42.361,-82.996,"48214"
"8742",8742,42.409,-83.158,"48221"
"8743",8743,42.365,-83.189,"48227"
"8744",8744,42.346,-83.143,"48210"
"8745",8745,42.365,-83.238,"48228"
"8746",8746,42.412,-82.955,"48224"
"8747",8747,42.359,-83.239,"48228"
"8748",8748,42.371,-83.007,"48214"
"8749",8749,42.359,-83.238,"48228"
"8750",8750,42.372,-83.211,"48227"
"8751",8751,42.382,-83.07,"48211"
"8752",8752,42.433,-83.1,"48203"
"8753",8753,42.356,-83.051,"48201"
"8754",8754,42.408,-83.063,"48212"
"8755",8755,42.437,-83.201,"48235"
"8756",8756,42.36,-83.067,"48202"
"8757",8757,42.379,-83.019,"48211"
"8758",8758,42.372,-83.234,"48228"
"8759",8759,42.36,-83.232,"48228"
"8760",8760,42.426,-82.949,"48205"
"8761",8761,42.365,-82.939,"48215"
"8762",8762,42.39,-83.106,"48206"
"8763",8763,42.406,-82.981,"48213"
"8764",8764,42.432,-83.254,"48219"
"8765",8765,42.341,-83.147,"48210"
"8766",8766,42.402,-83.166,"48238"
"8767",8767,42.4,-83.262,"48223"
"8768",8768,42.323,-83.072,"48216"
"8769",8769,42.401,-83.209,"48227"
"8770",8770,42.401,-83.235,"48223"
"8771",8771,42.407,-82.985,"48213"
"8772",8772,42.365,-82.948,"48215"
"8773",8773,42.354,-83.15,"48204"
"8774",8774,42.4,-83.161,"48227"
"8775",8775,42.378,-83.009,"48213"
"8776",8776,42.402,-82.958,"48224"
"8777",8777,42.35,-83.08,"48208"
"8778",8778,42.434,-82.953,"48224"
"8779",8779,42.44,-83.005,"48205"
"8780",8780,42.42,-82.968,"48205"
"8781",8781,42.408,-82.955,"48224"
"8782",8782,42.385,-83.108,"48206"
"8783",8783,42.437,-83.215,"48235"
"8784",8784,42.411,-82.939,"48224"
"8785",8785,42.32,-83.1,"48209"
"8786",8786,42.42,-83.009,"48234"
"8787",8787,42.366,-83.19,"48227"
"8788",8788,42.36,-83.231,"48228"
"8789",8789,42.359,-83.231,"48228"
"8790",8790,42.358,-83.165,"48204"
"8791",8791,42.414,-82.96,"48224"
"8792",8792,42.375,-83.195,"48227"
"8793",8793,42.398,-82.971,"48205"
"8794",8794,42.336,-83.111,"48210"
"8795",8795,42.316,-83.107,"48209"
"8796",8796,42.422,-83.088,"48203"
"8797",8797,42.439,-83.273,"48219"
"8798",8798,42.349,-83.203,"48228"
"8799",8799,42.431,-82.94,"48225"
"8800",8800,42.395,-83.23,"48223"
"8801",8801,42.42,-83.104,"48203"
"8802",8802,42.348,-83.238,"48228"
"8803",8803,42.422,-82.965,"48205"
"8804",8804,42.349,-83.071,"48201"
"8805",8805,42.349,-83.072,"48201"
"8806",8806,42.379,-82.983,"48214"
"8807",8807,42.355,-83.111,"48208"
"8808",8808,42.378,-83.175,"48227"
"8809",8809,42.302,-83.112,"48209"
"8810",8810,42.436,-83.076,"48211:48234"
"8811",8811,42.431,-83.159,"48221"
"8812",8812,42.426,-83.063,"48234"
"8813",8813,42.443,-83.2,"48025"
"8814",8814,42.381,-83.134,"48204"
"8815",8815,42.38,-82.991,"48213"
"8816",8816,42.371,-83.175,"48227"
"8817",8817,42.406,-82.984,"48213"
"8818",8818,42.355,-83.08,"48208"
"8819",8819,42.424,-82.993,"48205"
"8820",8820,42.401,-83.206,"48227"
"8821",8821,42.419,-83.211,"48235"
"8822",8822,42.438,-83.007,"48234"
"8823",8823,42.353,-83.232,"48228"
"8824",8824,42.388,-83.145,"48238"
"8825",8825,42.421,-83.201,"48235"
"8826",8826,42.347,-83.022,"48207"
"8827",8827,42.416,-83.129,"48221"
"8828",8828,42.4,-83.168,"48227"
"8829",8829,42.43,-82.984,"48205"
"8830",8830,42.392,-83.01,"48213"
"8831",8831,42.413,-83.217,"48235"
"8832",8832,42.41,-83.077,"48212"
"8833",8833,42.403,-82.984,"48213"
"8834",8834,42.398,-83.176,"48235"
"8835",8835,42.372,-83.226,"48228"
"8836",8836,42.434,-83.234,"48219"
"8837",8837,42.421,-82.956,"48224"
"8838",8838,42.401,-83.01,"48213"
"8839",8839,42.382,-83.135,"48238"
"8840",8840,42.419,-83.138,"48221"
"8841",8841,42.331,-83.065,"48216"
"8842",8842,42.332,-83.065,"48201"
"8843",8843,42.432,-83.235,"48219"
"8844",8844,42.438,-82.983,"48205"
"8845",8845,42.372,-83.242,"48223"
"8846",8846,42.363,-82.988,"48214"
"8847",8847,42.374,-82.991,"48214"
"8848",8848,42.437,-83.054,"48234"
"8849",8849,42.417,-83.114,"48203"
"8850",8850,42.417,-83.113,"48203"
"8851",8851,42.346,-83.088,"48208"
"8852",8852,42.395,-83.015,"48213"
"8853",8853,42.415,-83.144,"48221"
"8854",8854,42.441,-83.077,"48234"
"8855",8855,42.353,-83.054,"48202"
"8856",8856,42.353,-83.098,"48208"
"8857",8857,42.433,-83.005,"48234"
"8858",8858,42.424,-83.027,"48212"
"8859",8859,42.358,-83.198,"48228"
"8860",8860,42.415,-82.992,"48205"
"8861",8861,42.355,-83.11,"48208"
"8862",8862,42.389,-83.039,"48211"
"8863",8863,42.447,-83.065,"48234"
"8864",8864,42.389,-82.997,"48213"
"8865",8865,42.353,-83.032,"48211"
"8866",8866,42.365,-83.22,"48228"
"8867",8867,42.44,-82.983,"48205"
"8868",8868,42.424,-83.152,"48221"
"8869",8869,42.354,-83.227,"48228"
"8870",8870,42.436,-83.058,"48234"
"8871",8871,42.384,-83.216,"48227"
"8872",8872,42.353,-83.059,"48203"
"8873",8873,42.367,-83.103,"48206"
"8874",8874,42.451,-82.941,"48021"
"8875",8875,42.355,-83.097,"48208"
"8876",8876,42.363,-82.935,"48215"
"8877",8877,42.42,-83.137,"48221"
"8878",8878,42.344,-83.2,"48228"
"8879",8879,42.311,-83.113,"48209"
"8880",8880,42.382,-83.216,"48227"
"8881",8881,42.361,-83.184,"48228"
"8882",8882,42.411,-82.954,"48224"
"8883",8883,42.353,-83.072,"48201"
"8884",8884,42.435,-83.021,"48234"
"8885",8885,42.435,-83.022,"48234"
"8886",8886,42.438,-83.109,"48203"
"8887",8887,42.365,-83.212,"48228"
"8888",8888,42.291,-83.128,"48209"
"8889",8889,42.369,-82.99,"48214"
"8890",8890,42.369,-82.991,"48214"
"8891",8891,42.341,-83.214,"48228"
"8892",8892,42.427,-83.174,"48235"
"8893",8893,42.352,-83.086,"48208"
"8894",8894,42.399,-83.232,"48223"
"8895",8895,42.359,-83.177,"48228"
"8896",8896,42.373,-83.002,"48213"
"8897",8897,42.343,-83.022,"48214"
"8898",8898,42.334,-83.042,"48226"
"8899",8899,42.39,-83.135,"48238"
"8900",8900,42.387,-82.948,"48215"
"8901",8901,42.359,-83.017,"48211"
"8902",8902,42.442,-82.981,"48205"
"8903",8903,42.407,-82.991,"48213"
"8904",8904,42.366,-83.167,"48228"
"8905",8905,42.429,-83.24,"48219"
"8906",8906,42.364,-83.265,"48239"
"8907",8907,42.407,-82.972,"48213"
"8908",8908,42.405,-83.146,"48238"
"8909",8909,42.383,-82.954,"48213"
"8910",8910,42.419,-82.931,"48224"
"8911",8911,42.41,-83.146,"48223"
"8912",8912,42.446,-82.974,"48205"
"8913",8913,42.386,-83.001,"48213"
"8914",8914,42.335,-83.08,"48216"
"8915",8915,42.352,-83.194,"48227"
"8916",8916,42.364,-83.201,"48228"
"8917",8917,42.372,-83.036,"48211"
"8918",8918,42.326,-83.082,"48209"
"8919",8919,42.432,-83.021,"48234"
"8920",8920,42.393,-83.247,"48219"
"8921",8921,42.336,-83.03,"48243"
"8922",8922,42.429,-83.088,"48203"
"8923",8923,42.331,-83.093,"48208"
"8924",8924,42.376,-83.209,"48227"
"8925",8925,42.386,-83.01,"48205"
"8926",8926,42.426,-82.998,"48205"
"8927",8927,42.385,-83.129,"48238"
"8928",8928,42.394,-83.035,"48211"
"8929",8929,42.304,-83.136,"48209"
"8930",8930,42.395,-83.035,"48211"
"8931",8931,42.351,-83.124,"48210"
"8932",8932,42.433,-83.214,"48235"
"8933",8933,42.332,-83.069,"48216"
"8934",8934,42.352,-83.044,"48207"
"8935",8935,42.408,-83.23,"48223"
"8936",8936,42.347,-83.028,"48207"
"8937",8937,42.381,-83.121,"48238"
"8938",8938,42.423,-83.239,"48219"
"8939",8939,42.377,-83.153,"48238"
"8940",8940,42.447,-83.048,"48234"
"8941",8941,42.423,-83.199,"48219:48235"
"8942",8942,42.362,-83.152,"48204"
"8943",8943,42.372,-83.116,"48206"
"8944",8944,42.388,-82.95,"48215"
"8945",8945,42.385,-83.103,"48206"
"8946",8946,42.387,-82.951,"48215"
"8947",8947,42.434,-83.067,"48234"
"8948",8948,42.377,-83.026,"48211"
"8949",8949,42.398,-83.14,"48238"
"8950",8950,42.416,-83.162,"48221"
"8951",8951,42.399,-83.185,"48235"
"8952",8952,42.41,-82.942,"48224"
"8953",8953,42.407,-82.959,"48224"
"8954",8954,42.408,-83.253,"48223"
"8955",8955,42.378,-83.143,"48204"
"8956",8956,42.343,-83.021,"48214"
"8957",8957,42.357,-83.111,"48204:48210"
"8958",8958,42.37,-83.23,"48228"
"8959",8959,42.404,-82.928,"48224"
"8960",8960,42.357,-83.241,"48228"
"8961",8961,42.399,-83.168,"48238"
"8962",8962,42.442,-83.03,"48234"
"8963",8963,42.393,-83.086,"48202"
"8964",8964,42.408,-83.069,"48212"
"8965",8965,42.435,-83.175,"48235"
"8966",8966,42.403,-82.974,"48205"
"8967",8967,42.392,-83.125,"48238"
"8968",8968,42.386,-83.09,"48202"
"8969",8969,42.384,-83.003,"48213"
"8970",8970,42.409,-82.947,"48224"
"8971",8971,42.419,-83.264,"48219"
"8972",8972,42.364,-83.144,"48204"
"8973",8973,42.433,-82.993,"48205"
"8974",8974,42.433,-82.994,"48205"
"8975",8975,42.33,-83.153,"48210"
"8976",8976,42.331,-83.153,"48210"
"8977",8977,42.381,-83.162,"48238"
"8978",8978,42.421,-82.961,"48224"
"8979",8979,42.334,-83.121,"48210"
"8980",8980,42.419,-83.139,"48221"
"8981",8981,42.392,-83.121,"48238"
"8982",8982,42.413,-83.207,"48235"
"8983",8983,42.401,-82.932,"48224"
"8984",8984,42.337,-83.149,"48210"
"8985",8985,42.363,-83.211,"48228"
"8986",8986,42.432,-83.098,"48203"
"8987",8987,42.436,-83.282,"48219"
"8988",8988,42.408,-83.074,"48212"
"8989",8989,42.357,-83.127,"48204"
"8990",8990,42.363,-83.116,"48204"
"8991",8991,42.383,-83.015,"48213"
"8992",8992,42.408,-82.957,"48224"
"8993",8993,42.443,-83.274,"48033"
"8994",8994,42.42,-83.16,"48221"
"8995",8995,42.425,-83.188,"48235"
"8996",8996,42.4,-83.248,"48219"
"8997",8997,42.349,-83.256,"48239"
"8998",8998,42.349,-83.255,"48239"
"8999",8999,42.408,-83.183,"48235"
"9000",9000,42.402,-83.233,"48223"
"9001",9001,42.461,-83.206,"48075"
"9002",9002,42.362,-83.008,"48214"
"9003",9003,42.441,-83.209,"48235"
"9004",9004,42.411,-82.997,"48205"
"9005",9005,42.283,-83.747,"48104"
"9006",9006,42.423,-83.271,"48219"
"9007",9007,42.421,-82.951,"48224"
"9008",9008,42.444,-83.094,"48203"
"9009",9009,42.413,-83.023,"48234"
"9010",9010,42.44,-83.279,"48240"
"9011",9011,42.368,-83.197,"48227"
"9012",9012,42.367,-83.077,"48202"
"9013",9013,42.435,-83.045,"48234"
"9014",9014,42.429,-83.179,"48235"
"9015",9015,42.393,-83.115,"48238"
"9016",9016,42.373,-83.213,"48227"
"9017",9017,42.326,-83.079,"48216"
"9018",9018,42.437,-83.077,"48211:48234"
"9019",9019,42.347,-83.197,"48228"
"9020",9020,42.36,-82.93,"48215"
"9021",9021,42.405,-83.054,"48212"
"9022",9022,42.325,-83.07,"48226"
"9023",9023,42.382,-83.271,"48239"
"9024",9024,42.437,-83.033,"48234"
"9025",9025,42.408,-83.062,"48212"
"9026",9026,42.396,-82.953,"48224"
"9027",9027,42.373,-83.223,"48228"
"9028",9028,42.37,-83.123,"48238"
"9029",9029,42.391,-83.093,"48202"
"9030",9030,42.432,-82.979,"48205"
"9031",9031,42.403,-83.252,"48219"
"9032",9032,42.332,-83.07,"48216"
"9033",9033,42.419,-83.011,"48205"
"9034",9034,42.339,-83.059,"48201"
"9035",9035,42.43,-83.177,"48235"
"9036",9036,42.394,-82.927,"48224"
"9037",9037,42.335,-83.124,"48210"
"9038",9038,42.417,-83.169,"48221:48235"
"9039",9039,42.305,-83.107,"48209"
"9040",9040,42.411,-82.938,"48224"
"9041",9041,42.434,-83.188,"48235"
"9042",9042,42.331,-83.037,"48207"
"9043",9043,42.409,-83.283,"48219"
"9044",9044,42.425,-83.138,"48221"
"9045",9045,42.445,-83.074,"48234"
"9046",9046,42.436,-83.263,"48219"
"9047",9047,42.396,-82.987,"48205:48213"
"9048",9048,42.394,-82.961,"48213"
"9049",9049,42.42,-83.249,"48219"
"9050",9050,42.415,-83.008,"48205"
"9051",9051,42.437,-82.957,"48205"
"9052",9052,42.425,-82.988,"48205"
"9053",9053,42.341,-83.148,"48210"
"9054",9054,42.389,-83.19,"48227"
"9055",9055,42.431,-83.181,"48235"
"9056",9056,42.358,-83.189,"48228"
"9057",9057,42.378,-82.952,"48215"
"9058",9058,42.425,-83.071,"48212"
"9059",9059,42.377,-83.105,"48206"
"9060",9060,42.4,-83.185,"48227"
"9061",9061,42.375,-83.14,"48204"
"9062",9062,42.359,-83.17,"48228"
"9063",9063,42.423,-83.241,"48219"
"9064",9064,42.429,-83.043,"48234"
"9065",9065,42.374,-83.047,"48225"
"9066",9066,42.412,-83.161,"48221"
"9067",9067,42.29,-83.157,"48217"
"9068",9068,42.397,-82.951,"48224"
"9069",9069,42.439,-83.257,"48219"
"9070",9070,42.269,-83.153,"48217"
"9071",9071,42.401,-83.196,"48235"
"9072",9072,42.341,-83.228,"48228"
"9073",9073,42.407,-83.165,"48238"
"9074",9074,42.385,-82.949,"48215"
"9075",9075,42.385,-82.948,"48215"
"9076",9076,42.405,-82.943,"48224"
"9077",9077,42.433,-83.024,"48234"
