Location.Name,Rate.Year,Cohort.Graduation.Year,Total.Cohort,Total.Graduated,OffTrack.Other,Dropouts,Graduation.Rate,Dropout.Rate,gradyear,enrollyear,School.Name,ZIP.Code,Latitude,Longitude
Plymouth-Canton Community Schools (82100),5-Year,2011,1603,1444,54,105,0.9008,0.0655,2012,2007,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),4-Year,2015,1518,1360,118,40,0.8959,0.0257,2015,2011,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),5-Year,2014,1553,1417,49,87,0.9124,0.056,2015,2010,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),4-Year,2010,1509,1304,147,58,0.8635,0.0384,2010,2006,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),6-Year,2012,1567,1416,41,110,0.903,0.0696,2014,2008,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),5-Year,2008,1532,1364,58,110,0.8903,0.0718,2009,2004,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),4-Year,2012,1571,1355,147,69,0.8619,0.0433,2012,2008,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),4-Year,2011,1609,1377,158,74,0.8558,0.0454,2011,2007,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),6-Year,2007,1441,1297,15,129,0.8994,0.0895,2009,2003,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth Educational Center Charter School (82904),5-Year,2013,111,99,0,12,0.8829,0.1081,2014,2009,Plymouth Educational Center Charter School,48207,42.33168322,-83.04799903
Plymouth Educational Center Charter School (82904),4-Year,2015,78,67,1,10,0.8462,0.1282,2015,2011,Plymouth Educational Center Charter School,48207,42.33168322,-83.04799903
Plymouth Educational Center Charter School (82904),5-Year,2012,116,112,-1,5,0.9569,0.0431,2013,2008,Plymouth Educational Center Charter School,48207,42.33168322,-83.04799903
Plymouth Educational Center Charter School (82904),4-Year,2014,101,88,6,7,0.8614,0.0693,2014,2010,Plymouth Educational Center Charter School,48207,42.33168322,-83.04799903
Plymouth Educational Center Charter School (82904),4-Year,2013,114,96,4,14,0.8421,0.1228,2013,2009,Plymouth Educational Center Charter School,48207,42.33168322,-83.04799903
Plymouth Educational Center Charter School (82904),6-Year,2012,116,112,-1,5,0.9569,0.0431,2014,2008,Plymouth Educational Center Charter School,48207,42.33168322,-83.04799903
Plymouth Educational Center Charter School (82904),5-Year,2014,98,91,0,7,0.9184,0.0714,2015,2010,Plymouth Educational Center Charter School,48207,42.33168322,-83.04799903
Plymouth Educational Center Charter School (82904),4-Year,2012,118,112,3,3,0.9407,0.0254,2012,2008,Plymouth Educational Center Charter School,48207,42.33168322,-83.04799903
Plymouth Educational Center Charter School (82904),6-Year,2013,110,98,-1,13,0.8909,0.1091,2015,2009,Plymouth Educational Center Charter School,48207,42.33168322,-83.04799903
"Redford Union Schools, District No. 1 (82110)",5-Year,2012,319,221,20,78,0.6897,0.2414,2013,2008,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",6-Year,2011,314,237,9,68,0.7516,0.2134,2013,2007,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",4-Year,2013,300,177,78,45,0.5867,0.1467,2013,2009,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",5-Year,2009,353,278,5,70,0.7875,0.1983,2010,2005,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",4-Year,2014,343,213,85,45,0.6181,0.1283,2014,2010,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",4-Year,2010,337,259,30,48,0.7656,0.1395,2010,2006,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",6-Year,2008,336,254,1,81,0.753,0.2381,2010,2004,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",6-Year,2009,350,279,1,70,0.7971,0.2,2011,2005,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",5-Year,2010,334,265,8,61,0.7934,0.1826,2011,2006,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",4-Year,2011,311,210,56,45,0.6752,0.1415,2011,2007,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",5-Year,2011,307,232,15,60,0.7557,0.1954,2012,2007,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",6-Year,2010,324,269,-1,56,0.8272,0.1698,2012,2006,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",5-Year,2014,374,243,48,83,0.6471,0.2219,2015,2010,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",4-Year,2009,380,260,60,60,0.6816,0.1553,2009,2005,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",4-Year,2012,313,206,56,51,0.6581,0.1629,2012,2008,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",6-Year,2013,339,221,9,109,0.6519,0.3215,2015,2009,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",5-Year,2013,325,210,48,67,0.6431,0.2031,2014,2009,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",5-Year,2008,342,252,14,76,0.7368,0.2222,2009,2004,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",4-Year,2015,311,164,103,44,0.5273,0.1383,2015,2011,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",6-Year,2012,342,226,33,83,0.6579,0.2398,2014,2008,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
"Redford Union Schools, District No. 1 (82110)",6-Year,2007,333,256,0,77,0.7658,0.2312,2009,2003,"Redford Union Schools, District No. ",48240,42.420227,-83.289063
Regents Academy (82759),5-Year,2014,12,1,8,3,0.0833,0.25,2015,2010,Regents Academy,48240,42.420227,-83.289063
Regents Academy (82759),4-Year,2015,19,4,11,4,0.1579,0.2105,2015,2011,Regents Academy,48240,42.420227,-83.289063
"River Rouge, School District of the City of (82120)",6-Year,2011,85,51,0,34,0.6,0.4,2013,2007,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",5-Year,2012,132,88,5,39,0.6591,0.2879,2013,2008,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",5-Year,2011,88,49,10,29,0.5568,0.3295,2012,2007,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",4-Year,2013,122,88,19,15,0.7213,0.1148,2013,2009,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",4-Year,2012,142,83,28,31,0.5845,0.2113,2012,2008,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",6-Year,2010,81,58,5,18,0.716,0.2222,2012,2006,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",5-Year,2009,124,86,8,30,0.6855,0.2419,2010,2005,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",6-Year,2009,119,86,-1,34,0.7143,0.2857,2011,2005,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",5-Year,2008,116,74,7,35,0.6379,0.3017,2009,2004,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",4-Year,2010,90,55,26,9,0.6111,0.0889,2010,2006,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",6-Year,2013,115,92,1,22,0.8,0.1913,2015,2009,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",5-Year,2010,83,59,9,15,0.6988,0.1687,2011,2006,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",4-Year,2011,98,39,36,23,0.3878,0.2245,2011,2007,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",4-Year,2015,149,114,11,24,0.7651,0.1544,2015,2011,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",4-Year,2014,179,132,19,28,0.7374,0.1564,2014,2010,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",4-Year,2009,119,79,16,24,0.6555,0.1933,2009,2005,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",6-Year,2008,112,75,-1,38,0.6696,0.3304,2010,2004,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",6-Year,2007,136,108,1,27,0.7868,0.1985,2009,2003,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",5-Year,2014,173,140,3,30,0.8035,0.1734,2015,2010,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",6-Year,2012,131,87,2,42,0.6641,0.3206,2014,2008,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
"River Rouge, School District of the City of (82120)",5-Year,2013,115,92,0,23,0.8,0.2,2014,2009,"River Rouge, School District of the City of",48218,42.27267196,-83.13449946
Riverside Academy (82975),5-Year,2014,68,64,-1,5,0.9265,0.0735,2015,2010,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),6-Year,2011,48,48,-1,1,0.9792,0.0208,2013,2007,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),5-Year,2012,51,51,-1,1,0.9804,0.0196,2013,2008,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),4-Year,2013,51,47,3,1,0.902,0.0196,2013,2009,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),4-Year,2012,51,51,0,0,0.9804,0,2012,2008,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),5-Year,2011,48,48,-1,1,0.9792,0.0208,2012,2007,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),4-Year,2011,56,41,9,6,0.7321,0.1071,2011,2007,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),6-Year,2013,52,49,0,3,0.9231,0.0385,2015,2009,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),5-Year,2008,12,12,0,0,1,0,2009,2004,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),4-Year,2009,23,21,0,2,0.8696,0.0435,2009,2005,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),5-Year,2010,38,33,0,5,0.8684,0.1053,2011,2006,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),5-Year,2013,52,49,0,3,0.9231,0.0385,2014,2009,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),6-Year,2008,12,12,0,0,1,0,2010,2004,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),4-Year,2014,68,63,2,3,0.9118,0.0441,2014,2010,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),4-Year,2015,73,70,1,2,0.9589,0.0137,2015,2011,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),6-Year,2009,23,21,-1,3,0.913,0.087,2011,2005,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),6-Year,2010,34,34,0,0,0.9706,0,2012,2006,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),5-Year,2009,23,21,-1,3,0.913,0.087,2010,2005,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),4-Year,2010,38,32,3,3,0.8158,0.0789,2010,2006,Riverside Academy,48126,42.32207206,-83.17628924
Riverside Academy (82975),6-Year,2012,51,51,-1,1,0.9804,0.0196,2014,2008,Riverside Academy,48126,42.32207206,-83.17628924
Riverview Community School District (82400),5-Year,2010,221,209,-1,13,0.9412,0.0543,2011,2006,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),6-Year,2013,228,224,-1,5,0.9781,0.0219,2015,2009,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),4-Year,2009,227,208,10,9,0.9119,0.0396,2009,2005,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),5-Year,2011,211,201,2,8,0.9479,0.0379,2012,2007,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),5-Year,2008,231,218,1,12,0.9437,0.0519,2009,2004,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),6-Year,2007,232,220,0,12,0.944,0.0517,2009,2003,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),4-Year,2011,216,196,10,10,0.9074,0.0417,2011,2007,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),4-Year,2012,206,186,10,10,0.8981,0.0437,2012,2008,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),4-Year,2014,231,222,5,4,0.961,0.013,2014,2010,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),5-Year,2013,228,224,-1,5,0.9781,0.0219,2014,2009,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),6-Year,2012,200,189,1,10,0.945,0.05,2014,2008,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),5-Year,2009,222,209,2,11,0.9414,0.0495,2010,2005,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),6-Year,2010,218,209,0,9,0.9587,0.0367,2012,2006,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),4-Year,2015,224,212,2,10,0.942,0.0402,2015,2011,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),5-Year,2014,230,224,-1,7,0.9739,0.0261,2015,2010,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),4-Year,2010,233,203,18,12,0.8712,0.0515,2010,2006,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),6-Year,2008,229,219,-1,11,0.952,0.048,2010,2004,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),5-Year,2012,201,191,0,10,0.9453,0.0448,2013,2008,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),6-Year,2011,210,201,2,7,0.9524,0.0333,2013,2007,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),4-Year,2013,234,224,4,6,0.953,0.0214,2013,2009,Riverview Community School District,48193,42.17733302,-83.19563661
Riverview Community School District (82400),6-Year,2009,222,209,4,9,0.9414,0.0405,2011,2005,Riverview Community School District,48193,42.17733302,-83.19563661
Romulus Community Schools (82130),5-Year,2013,278,195,30,53,0.7014,0.1906,2014,2009,Romulus Community Schools,48174,42.22223124,-83.38534981
Romulus Community Schools (82130),6-Year,2011,438,305,29,104,0.6963,0.2374,2013,2007,Romulus Community Schools,48174,42.22223124,-83.38534981
Romulus Community Schools (82130),4-Year,2014,284,204,43,37,0.7148,0.1268,2014,2010,Romulus Community Schools,48174,42.22223124,-83.38534981
Romulus Community Schools (82130),6-Year,2010,393,293,25,75,0.7455,0.1908,2012,2006,Romulus Community Schools,48174,42.22223124,-83.38534981
Romulus Community Schools (82130),4-Year,2015,241,171,37,33,0.7095,0.1328,2015,2011,Romulus Community Schools,48174,42.22223124,-83.38534981
Romulus Community Schools (82130),5-Year,2009,471,359,35,77,0.7622,0.1614,2010,2005,Romulus Community Schools,48174,42.22223124,-83.38534981
Romulus Community Schools (82130),4-Year,2009,454,318,91,45,0.7004,0.0991,2009,2005,Romulus Community Schools,48174,42.22223124,-83.38534981
Romulus Community Schools (82130),4-Year,2011,424,255,124,45,0.6014,0.1061,2011,2007,Romulus Community Schools,48174,42.22223124,-83.38534981
Romulus Community Schools (82130),5-Year,2012,336,259,29,48,0.7708,0.1399,2013,2008,Romulus Community Schools,48174,42.22223124,-83.38534981
Romulus Community Schools (82130),6-Year,2012,341,258,22,61,0.7537,0.176,2014,2008,Romulus Community Schools,48174,42.22223124,-83.38534981
